test_number,compressor_name,shuffle,level,trunc,bytes_read,compress_time,bytes_written,shape,chunk_shape,chunk_size,read_time,read_bps,compress_bps,storage_ratio
441,blosc-zlib,0,1,0,2147483648,10.65635406295769,470117075,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.764545651967637,219926632.99876776,201521424.24253893,4.567976281227394
442,blosc-zlib,1,3,0,2147483648,13.186404358013533,327282280,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.496791344950907,226127285.52172917,162855892.30357167,6.561564066346641
443,blosc-zlib,0,3,0,2147483648,15.830258069909178,407286497,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.570476250024512,224386288.82178143,135656894.44330838,5.272661047734171
444,blosc-zlib,1,5,0,2147483648,18.259117656038143,308664668,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.659936237963848,222308263.23266223,117611578.41544685,6.957335486159368
445,blosc-zlib,0,5,0,2147483648,19.02237228199374,374394383,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.768302135984413,219842058.33367014,112892525.50444365,5.735886395496483
446,blosc-zlib,1,7,0,2147483648,52.46514217008371,293742933,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.718604531954043,220966255.07697478,40931627.346747614,7.310758512784374
447,blosc-zlib,0,7,0,2147483648,52.061520004994236,345872315,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.399446905008517,206499794.42327285,41248961.76281432,6.208891417053718
448,blosc-zlib,1,9,0,2147483648,417.0456387019949,281258288,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.90768752596341,216749230.5719625,5149277.318146254,7.635272415510117
449,blosc-zlib,0,9,0,2147483648,685.7269347859547,321869769,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.595658352947794,202675810.8336471,3131689.2177646826,6.671902287288123
450,blosc-zstd,1,1,0,2147483648,6.833421122981235,264568975,"(1024, 1024, 1024)","(512, 256, 256)",64.0,13.621438610018231,157654687.5467749,314261862.3017209,8.116914116630644
451,blosc-zstd,0,1,0,2147483648,8.070652652066201,362636135,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.063842838979326,213386047.69167852,266085500.21666634,5.921868894835867
452,blosc-zstd,1,3,0,2147483648,7.876358084962703,256954098,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.602383624995127,223640684.6327273,272649316.45247424,8.357460202872499
453,blosc-zstd,0,3,0,2147483648,9.427254826994613,336299414,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.679384527960792,221861590.66173828,227795226.43757927,6.385630062382446
454,blosc-zstd,1,5,0,2147483648,16.62142949004192,235951170,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.75250152789522,220198237.53500798,129199696.64983274,9.101390122371505
455,blosc-zstd,0,5,0,2147483648,21.500800726935267,297299483,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.599459863035008,223708800.1450367,99879240.55822377,7.223300983675104
456,blosc-zstd,1,7,0,2147483648,32.46279348107055,219286500,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.662105793948285,222258345.51977727,66152151.97830168,9.793049950635355
457,blosc-zstd,0,7,0,2147483648,50.84294802299701,263663787,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.71153544797562,221127097.7183783,42237591.08202502,8.144780413094802
458,blosc-zstd,1,9,0,2147483648,78.6850651439745,206108962,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.731464560027234,220674250.49472615,27292137.892630935,10.41916677063271
459,blosc-zstd,0,9,0,2147483648,167.0531984079862,214728394,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.964059044024907,215522974.97552162,12855088.489567865,10.000930049334789
460,blosc-blosclz,1,1,0,2147483648,15.14428195997607,1078723476,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.971937429974787,215352699.82188705,141801615.53221592,1.9907638016399303
461,blosc-blosclz,0,1,0,2147483648,32.359697817941196,2105652627,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.735804866999388,220575871.9835418,66362907.962922014,1.0198660597971463
462,blosc-blosclz,1,3,0,2147483648,15.964127986924723,1078330260,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.901633676956408,216881750.83650434,134519320.42632565,1.991489738959936
463,blosc-blosclz,0,3,0,2147483648,32.25272364006378,2102767939,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.632143625058234,222949712.08831167,66583017.04890538,1.0212651658657423
464,blosc-blosclz,1,5,0,2147483648,15.72378604405094,1078141844,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.641568826977164,222731765.60139558,136575481.37476063,1.991837771579896
465,blosc-blosclz,0,5,0,2147483648,32.1078112780815,1880303951,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.616691090981476,223307957.7666697,66883526.54750985,1.1420938869260504
466,blosc-blosclz,1,7,0,2147483648,17.488563257968053,1064869778,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.929677806096151,216269217.38403136,122793600.38461559,2.016663156722624
467,blosc-blosclz,0,7,0,2147483648,29.330324754002504,1682730831,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.815702005056664,218780444.5258934,73217179.35315217,1.2761896367726324
468,blosc-blosclz,1,9,0,2147483648,10.9408515059622,584900493,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.9477998589864,215875236.5790772,196281216.94456157,3.67153673778832
469,blosc-blosclz,0,9,0,2147483648,14.112335438025184,912303203,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.944556994945742,215945632.2781844,152170677.73301944,2.3539144014163895
470,blosc-lz4,1,1,0,2147483648,10.731686310027726,672269125,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.867638404946774,217628936.11134338,200106822.5404039,3.19438089321743
471,blosc-lz4,0,1,0,2147483648,18.478655993007123,1119690016,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.640812576049939,222749237.27226663,116214277.0996263,1.9179269416652547
472,blosc-lz4,1,3,0,2147483648,10.959841493982822,669805040,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.756585499970242,220106065.5909334,195941122.79625693,3.206132411305833
473,blosc-lz4,0,3,0,2147483648,18.73100110795349,1118362140,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.859355489956215,217811767.73549291,114648631.73213649,1.9202041728630048
474,blosc-lz4,1,5,0,2147483648,9.488003277918324,558145898,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.688614164013416,221650239.30630192,226336731.24859625,3.8475310052354805
475,blosc-lz4,0,5,0,2147483648,13.3219899070682,835388534,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.679291011067107,221863734.18720546,161198414.2744784,2.57064055897133
476,blosc-lz4,1,7,0,2147483648,9.548898500041105,556789706,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.041918706032448,213851925.20130137,224893336.96349958,3.856902569962384
477,blosc-lz4,0,7,0,2147483648,13.543147246935405,834460771,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.870669589028694,217562104.43787324,158566071.00583217,2.573498626456102
478,blosc-lz4,1,9,0,2147483648,9.452998764929362,556440166,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.814160123001784,218814816.66137367,227174857.56659222,3.85932536724892
479,blosc-lz4,0,9,0,2147483648,13.028208115021698,834306369,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.812856068019755,218843895.50955316,164833385.30061725,2.5739748943472347
480,blosc-lz4hc,1,1,0,2147483648,11.140813081059605,539554986,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.045492502045818,213775844.993429,192758251.33902636,3.980101572075918
481,blosc-lz4hc,0,1,0,2147483648,14.972517350921407,761995530,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.600474120001309,223685166.08216295,143428362.62386057,2.818236542673682
482,blosc-lz4hc,1,3,0,2147483648,11.020575870992616,487094816,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.263646146049723,209232042.6329706,194861291.5639387,4.408758987901034
483,blosc-lz4hc,0,3,0,2147483648,14.745861225062981,670600280,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.567444668966345,224457388.8120548,145632975.6006386,3.202330377792267
484,blosc-lz4hc,1,5,0,2147483648,13.86184068606235,408549155,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.93720825004857,216105327.97171718,154920525.82592642,5.256365413361337
485,blosc-lz4hc,0,5,0,2147483648,18.129648925969377,540165487,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.852584412088618,217961456.42407766,118451474.53042452,3.9756032173155114
486,blosc-lz4hc,1,7,0,2147483648,23.871984825003892,354949875,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.70253310597036,221332267.00134283,89958319.91945185,6.050103970314118
487,blosc-lz4hc,0,7,0,2147483648,32.33381505298894,465605564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.870208754902706,217572262.28202188,66416030.538947694,4.612237941383364
488,blosc-lz4hc,1,9,0,2147483648,60.22131307597738,320352507,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.745528078987263,220355801.2038648,35659860.90822459,6.703501927019413
489,blosc-lz4hc,0,9,0,2147483648,81.84563325392082,416632088,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.852651619003154,217959969.66522932,26238218.981549937,5.154388511717321
490,blosc-zlib,1,1,0,2147483648,8.30020101799164,294936505,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.993545961100608,214887053.74038163,258726703.52743053,7.2811727663213475
491,blosc-zlib,0,1,0,2147483648,10.098914194037206,399690101,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.280397294904105,208891114.45765692,212645003.88249245,5.372871738947571
492,blosc-zlib,1,3,0,2147483648,12.320009305956773,274481165,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.667204060941003,222141131.44426212,174308605.99769863,7.82379238298555
493,blosc-zlib,0,3,0,2147483648,14.511070657055825,341639461,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.695201700902544,221499636.03130472,147989331.6456159,6.285818510877466
494,blosc-zlib,1,5,0,2147483648,15.851042939000763,243574005,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.742511947988532,220424019.9513818,135479012.72264016,8.816555149224564
495,blosc-zlib,0,5,0,2147483648,16.109437876963057,294001327,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.032608237001114,214050384.23407158,133305933.10589448,7.304333180781867
496,blosc-zlib,1,7,0,2147483648,45.61180496693123,230961743,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.764738400001079,219922291.82501835,47081751.085205585,9.298005895288036
497,blosc-zlib,0,7,0,2147483648,50.077292641974054,271633760,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.048333661048673,213715400.0294097,42883381.56284452,7.905805405042437
498,blosc-zlib,1,9,0,2147483648,581.6352435250301,218323990,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.870858282898553,217557945.46463662,3692148.424474875,9.836223898253234
499,blosc-zlib,0,9,0,2147483648,734.1642887869384,249456853,"(1024, 1024, 1024)","(512, 256, 256)",64.0,11.416373887099326,188105581.44269335,2925072.3316279696,8.608637614778216
500,blosc-zstd,1,1,0,2147483648,8.029595228028484,350154895,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.536821261048317,147727182.5412219,267446065.08979335,6.132953383387657
501,blosc-zstd,0,1,0,2147483648,8.93343190709129,459729507,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.656203202088363,222394206.4035645,240387308.0730983,4.671189504483992
502,blosc-zstd,1,3,0,2147483648,8.985992935020477,349846806,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.108398003969342,235769632.27388063,238981230.40257058,6.138354305855803
503,blosc-zstd,0,3,0,2147483648,10.452010606997646,444694989,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.212891962029971,233095498.87816364,205461296.27559453,4.829115913424426
504,blosc-zstd,1,5,0,2147483648,18.37274702801369,333418607,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.151975661050528,234647001.6457077,116884189.64924747,6.440803251271457
505,blosc-zstd,0,5,0,2147483648,22.85704244999215,407959638,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.108696262934245,235761912.13430765,93952822.31716456,5.263961058814353
506,blosc-zstd,1,7,0,2147483648,29.48106010700576,319552121,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.35316955705639,229599563.53831476,72842823.16190118,6.720292268064777
507,blosc-zstd,0,7,0,2147483648,57.94142824097071,363298303,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.19617658504285,233519183.55860865,37063008.51040296,5.911075362221001
508,blosc-zstd,1,9,0,2147483648,92.60805519297719,299240844,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.357387612923048,229496066.29891136,23188950.934398323,7.176438948955778
509,blosc-zstd,0,9,0,2147483648,150.93325104098767,317955908,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.430010196985677,227728666.58049297,14228035.460634356,6.754029706534027
510,blosc-blosclz,1,1,0,2147483648,16.67276109906379,1085332103,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.311614557984285,230624198.91066375,128801920.4042086,1.9786419678032872
511,blosc-blosclz,0,1,0,2147483648,30.983163834083825,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.201674123993143,233379667.554243,69311309.1839125,0.9999995734544428
512,blosc-blosclz,1,3,0,2147483648,16.65722973505035,1084807386,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.216372822062112,233007462.85560012,128922016.5752555,1.979599029020623
513,blosc-blosclz,0,3,0,2147483648,31.445107614039443,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.095392295974307,236106764.62525904,68293092.66034132,0.9999995734544428
514,blosc-blosclz,1,5,0,2147483648,16.929629574995488,1084363488,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.116531874984503,235559275.9887817,126847645.33606592,1.9804094030875374
515,blosc-blosclz,0,5,0,2147483648,30.995053264079615,2147064304,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.100611843983643,235971348.39012918,69284721.97493313,1.0001953104055703
516,blosc-blosclz,1,7,0,2147483648,16.453504901961423,1083936590,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.295006677974015,231036267.3637235,130518309.6729742,1.9811893682821429
517,blosc-blosclz,0,7,0,2147483648,32.451120289973915,1953493829,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.198207760928199,233467617.15059322,66175947.973774135,1.0993040347095973
518,blosc-blosclz,1,9,0,2147483648,12.013386026024818,706567179,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.106923247105442,235807812.33470473,178757566.21387732,3.0393198436407984
519,blosc-blosclz,0,9,0,2147483648,16.935929750907235,1060498105,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.897933203959838,216962834.94223446,126800457.93676974,2.024976412381237
520,blosc-lz4,1,1,0,2147483648,11.578843399998732,750906198,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.134078122093342,235106774.79380274,185466162.19027844,2.8598560695326687
521,blosc-lz4,0,1,0,2147483648,21.532238016021438,1282014169,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.131929547991604,235162091.06894597,99733415.83917692,1.6750857361234048
522,blosc-lz4,1,3,0,2147483648,11.423139050020836,741592342,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.310232704039663,230658428.87774628,187994179.06027177,2.895773764610962
523,blosc-lz4,0,3,0,2147483648,21.648485571029596,1278523210,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.508667176007293,225844864.29587415,99197869.5670889,1.6796594940188845
524,blosc-lz4,1,5,0,2147483648,10.798014961997978,641364955,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.16825491504278,234230359.85578063,198877632.19052318,3.348302134780657
525,blosc-lz4,0,5,0,2147483648,14.218652172014117,933540849,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.330308947945014,230162115.74354994,151032856.13996437,2.300363878345938
526,blosc-lz4,1,7,0,2147483648,10.410509477951564,630946021,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.255834619980305,232014046.94118977,206280360.49034482,3.40359329724658
527,blosc-lz4,0,7,0,2147483648,14.565546776982956,929337534,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.374731331015937,229071487.18973237,147435841.63922617,2.3107682294471923
528,blosc-lz4,1,9,0,2147483648,10.414512366987765,624103829,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.10464673594106,235866773.33923328,206201075.2233737,3.4409076634586713
529,blosc-lz4,0,9,0,2147483648,14.188632961013354,927215017,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.099441467085853,236001699.19964808,151352399.7625932,2.3160578815345048
530,blosc-lz4hc,1,1,0,2147483648,11.668727712938562,631636886,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.444203652092256,227386418.91995302,184037514.69998047,3.3998705515751024
531,blosc-lz4hc,0,1,0,2147483648,17.056536916061305,913312177,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.168616899987683,234221112.23808303,125903848.97990751,2.3513139341401774
532,blosc-lz4hc,1,3,0,2147483648,12.562204258982092,578840225,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.462188237928785,226954230.24791473,170947996.36493167,3.709976527633338
533,blosc-lz4hc,0,3,0,2147483648,16.594770879950374,821775630,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.240668527083471,232394836.12099504,129407249.03858522,2.6132238163353665
534,blosc-lz4hc,1,5,0,2147483648,14.990554136107676,504908787,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.066210248041898,236866738.057813,143255788.17846143,4.253211081470048
535,blosc-lz4hc,0,5,0,2147483648,19.72220988397021,684561834,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.37348612700589,229101917.78199777,108886562.94776727,3.1370192455105523
536,blosc-lz4hc,1,7,0,2147483648,25.930197158944793,457382852,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.160398855921812,234431238.39654014,82817868.09550776,4.6951555761430255
537,blosc-lz4hc,0,7,0,2147483648,33.90265405096579,590905746,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.120239173993468,235463523.16325098,63342641.10330985,3.634223668557794
538,blosc-lz4hc,1,9,0,2147483648,53.11611560592428,430614681,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.322376233991235,230357968.19375816,40429982.94401787,4.9870191211618256
539,blosc-lz4hc,0,9,0,2147483648,84.31042430200614,534313004,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.369129347032867,229208453.47066233,25471152.18288495,4.019149135288498
540,blosc-zlib,1,1,0,2147483648,9.903746064985171,391050854,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.00470517098438,214647369.54249552,216835491.73301783,5.491571303409045
541,blosc-zlib,0,1,0,2147483648,11.669437740929425,520092185,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.482377098989673,226471023.62431988,184026316.9208152,4.129044253952787
542,blosc-zlib,1,3,0,2147483648,13.413226464064792,366031769,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.23715448891744,232483244.76726133,160101945.17726937,5.866932408263175
543,blosc-zlib,0,3,0,2147483648,15.415122073027305,450001897,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.282176451059058,231355615.71391815,139310194.095548,4.772165767114533
544,blosc-zlib,1,5,0,2147483648,18.003068828955293,349779907,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.362915858975612,229360562.4941453,119284310.26970735,6.13952832916729
545,blosc-zlib,0,5,0,2147483648,19.599875371088274,425892638,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.35689645097591,229508113.00001302,109566188.9344331,5.042312208270667
546,blosc-zlib,1,7,0,2147483648,54.504922961001284,334530157,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.275988547015004,231509950.35359937,39399810.72052046,6.419402266325425
547,blosc-zlib,0,7,0,2147483648,52.23253598297015,391802874,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.49899779399857,226074760.15593687,41113907.406298704,5.481030871662264
548,blosc-zlib,1,9,0,2147483648,293.9060299359262,324224218,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.374871732085012,229068056.5420803,7306701.561952193,6.62345231718625
549,blosc-zlib,0,9,0,2147483648,603.6592649290105,370456283,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.904080347972922,216828173.09125805,3557443.3670831523,5.796861185912185
550,blosc-zstd,1,1,0,2147483648,7.028067252016626,271243599,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.312329562031664,150044312.40159065,305558209.8170451,7.917177238162218
551,blosc-zstd,0,1,0,2147483648,8.525877055013552,369025521,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.263772286009043,209229471.20790282,251878326.90329435,5.819336403023464
552,blosc-zstd,1,3,0,2147483648,8.075682915048674,264686631,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.82248126808554,218629447.01940444,265919758.19137976,8.113306062670011
553,blosc-zstd,0,3,0,2147483648,9.610386610031128,345413732,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.79569720395375,219227238.581163,223454449.35154843,6.217134552137609
554,blosc-zstd,1,5,0,2147483648,16.689713401021436,243033311,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.803364764899015,219055773.14526471,128671091.97145176,8.836169984944986
555,blosc-zstd,0,5,0,2147483648,21.075773505028337,304530293,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.900533303967677,216905855.68146998,101893467.75280373,7.0517899117510785
556,blosc-zstd,1,7,0,2147483648,32.568145859986544,226526736,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.591084123007022,223904161.4543482,65938161.08636426,9.480044986831047
557,blosc-zstd,0,7,0,2147483648,51.385479813907295,269172403,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.72000334598124,220934455.63348314,41791643.3937587,7.978097398045668
558,blosc-zstd,1,9,0,2147483648,79.77781446604058,206287906,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.918761558947153,216507235.8315617,26918306.328310486,10.410128686846043
559,blosc-zstd,0,9,0,2147483648,168.62649041495752,221913926,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.870290442020632,217570461.64088055,12735149.99164991,9.677101778641868
560,blosc-blosclz,1,1,0,2147483648,15.762917842017487,1078872497,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.359938299981877,207287300.9295583,136236429.67139545,1.9904888241858667
561,blosc-blosclz,0,1,0,2147483648,31.560366818099283,2050301001,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.907596698962152,216751217.60103083,68043684.67506081,1.0473992096539
562,blosc-blosclz,1,3,0,2147483648,16.969571535941213,1078476335,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.86198066000361,217753788.21308842,126549078.94708318,1.991220000205197
563,blosc-blosclz,0,3,0,2147483648,31.97456157905981,2037085808,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.661842015921138,222264413.39666882,67162254.67830622,1.0541940057539294
564,blosc-blosclz,1,5,0,2147483648,16.90157796489075,1078282489,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.092580969096161,212778441.36952388,127058174.83201376,1.9915779676544483
565,blosc-blosclz,0,5,0,2147483648,32.06782960309647,1853765445,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.040472134016454,213882735.7255908,66966915.89606797,1.1584441029431316
566,blosc-blosclz,1,7,0,2147483648,17.6876487970585,1060115390,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.138205839088187,211820876.6012923,121411481.68642583,2.025707454355511
567,blosc-blosclz,0,7,0,2147483648,27.764939547982067,1655626662,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.014337503002025,214440910.08079594,77345158.42502806,1.2970820640239242
568,blosc-blosclz,1,9,0,2147483648,11.100477691041306,583534396,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.825943868956529,218552403.3761912,193458669.77716976,3.680132075710581
569,blosc-blosclz,0,9,0,2147483648,15.290470515959896,900423403,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.083597101038322,212968013.94205552,140445883.9744989,2.3849709379444017
570,blosc-lz4,1,1,0,2147483648,10.963897869107313,670428849,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.743929672986269,220391948.63583723,195868629.35406467,3.2031492248627864
571,blosc-lz4,0,1,0,2147483648,18.379241748945788,1101624805,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.138042250066064,211824294.57580984,116842885.97614084,1.949378443779686
572,blosc-lz4,1,3,0,2147483648,11.08703745296225,667671753,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.665279585984536,222185362.45076978,193693189.6469992,3.216376368104343
573,blosc-lz4,0,3,0,2147483648,18.10850650095381,1100190236,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.814043264952488,218817422.13925287,118589771.49147491,1.9519202931737343
574,blosc-lz4,1,5,0,2147483648,9.803307638969272,558057358,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.013061764999293,214468231.43611676,219057049.62919924,3.8481414449874523
575,blosc-lz4,0,5,0,2147483648,12.848478019004688,828406068,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.312121447990648,208248482.99458733,167139146.3505306,2.5923079646007614
576,blosc-lz4,1,7,0,2147483648,9.453662779997103,556332719,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.845285115065053,218123053.10630006,227158901.04984877,3.8600707358360493
577,blosc-lz4,0,7,0,2147483648,13.21156509697903,827354158,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.802975098020397,219064480.5813758,162545741.72223136,2.5956038623063282
578,blosc-lz4,1,9,0,2147483648,9.725584706990048,555747420,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.653114223969169,222465372.12495527,220807664.8035921,3.8641360638255415
579,blosc-lz4,0,9,0,2147483648,14.937884878949262,827101497,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.812627774081193,218848986.98311013,143760891.5453802,2.5963967612066843
580,blosc-lz4hc,1,1,0,2147483648,11.268707638024352,538278760,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.521547626005486,225539348.4704881,190570535.4138108,3.989538149341059
581,blosc-lz4hc,0,1,0,2147483648,14.954425879986957,755411410,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.65671269199811,222382472.84497553,143601878.48293865,2.8428001213272647
582,blosc-lz4hc,1,3,0,2147483648,11.432301659020595,487169893,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.651507733971812,222502401.40627876,187843507.9873474,4.4080795608607115
583,blosc-lz4hc,0,3,0,2147483648,14.868359497049823,667560190,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.966764022014104,215464482.0783097,144433126.49429166,3.2169138905661825
584,blosc-lz4hc,1,5,0,2147483648,14.254774427972734,410748455,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.591850599041209,223886269.47699332,150650131.91551486,5.228220877909328
585,blosc-lz4hc,0,5,0,2147483648,18.283446551999077,544203031,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.848864113911986,218043788.92450935,117455078.38975787,3.9461074739953075
586,blosc-lz4hc,1,7,0,2147483648,24.53184950898867,359339302,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.095912964898162,212708217.22279593,87538595.37631455,5.976200309978895
587,blosc-lz4hc,0,7,0,2147483648,31.910709699965082,471898441,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.736393316066824,220562540.7979627,67296643.29597627,4.550732660716715
