test_number,compressor_name,shuffle,level,trunc,bytes_read,compress_time,bytes_written,shape,chunk_shape,chunk_size,read_time,read_bps,compress_bps,storage_ratio
147,blosc-zlib,0,7,0,2147483648,56.06957417004742,412726238,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.487596021033823,226346446.79632953,38300338.10292774,5.20316725780831
148,blosc-zlib,1,9,0,2147483648,285.07837051700335,342530998,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.657720459043048,222359267.6043128,7532958.898654552,6.269457831667545
149,blosc-zlib,0,9,0,2147483648,600.1780982969794,391657722,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.493014252977446,204658413.32395414,3578077.330868186,5.483062192758196
150,blosc-zstd,1,1,0,2147483648,7.441105257021263,323367023,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.682587750954553,146260569.62338853,288597402.3783203,6.641010045109022
151,blosc-zstd,0,1,0,2147483648,8.810539553989656,428196061,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.161995903938077,211324986.5774681,243740310.66321698,5.015187769324202
152,blosc-zstd,1,3,0,2147483648,8.609061996918172,321156781,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.522937557077967,225506429.6209601,249444556.06995806,6.686714324739729
153,blosc-zstd,0,3,0,2147483648,10.298248347011395,410480914,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.53305791807361,225267030.41724017,208529021.2119628,5.231628499053674
154,blosc-zstd,1,5,0,2147483648,18.52552652603481,302323348,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.570035143988207,224396631.32784063,115920249.01327573,7.103267617954535
155,blosc-zstd,0,5,0,2147483648,23.404553167056292,371461743,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.565533043933101,224502245.52431318,91754951.81094712,5.781170439401077
156,blosc-zstd,1,7,0,2147483648,32.594219902995974,287353650,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.55429048195947,224766417.98309413,65885413.253980316,7.4733125819003865
157,blosc-zstd,0,7,0,2147483648,63.308634269982576,329818031,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.716271116980352,221019321.316283,33920865.18312743,6.511116573854023
158,blosc-zstd,1,9,0,2147483648,98.0237001500791,265625245,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.793131852988154,219284666.05345905,21907800.304539587,8.084636864993762
159,blosc-zstd,0,9,0,2147483648,180.91230171301868,284542665,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.954659010982141,215726490.0415837,11870301.951088738,7.547141122052821
160,blosc-blosclz,1,1,0,2147483648,16.74750895006582,1082777753,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.097028682939708,212684713.04122007,128227048.83471999,1.9833097254261742
161,blosc-blosclz,0,1,0,2147483648,32.59233223099727,2074776689,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.80059195193462,219117749.06372777,65889229.183716215,1.0350432696614897
162,blosc-blosclz,1,3,0,2147483648,16.803594152093865,1082266246,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.75357005209662,220174114.35296744,127799066.59031074,1.9842470888628267
163,blosc-blosclz,0,3,0,2147483648,33.297236757935025,2070234450,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.319598107947968,208097604.72610334,64494350.19523762,1.0373142268983109
164,blosc-blosclz,1,5,0,2147483648,16.79326210299041,1081973388,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.53784607804846,225153942.55968082,127877694.9248945,1.9847841655048173
165,blosc-blosclz,0,5,0,2147483648,31.909506649011746,2006574075,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.822433782974258,218630503.9513065,67299180.51135111,1.0702239577175838
166,blosc-blosclz,1,7,0,2147483648,17.0502553449478,1070216707,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.845625928952359,218115502.60964534,125950233.85595956,2.006587669538222
167,blosc-blosclz,0,7,0,2147483648,31.37201227794867,1830950755,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.795387628953904,219234167.0739313,68452212.40428565,1.1728789767477936
168,blosc-blosclz,1,9,0,2147483648,12.063626109040342,661145883,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.743364133988507,220404740.95685,178013113.85062742,3.248123754859712
169,blosc-blosclz,0,9,0,2147483648,16.976684815017506,996572468,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.751847770996392,220212999.46733907,126496054.52416392,2.154869532277707
170,blosc-lz4,1,1,0,2147483648,11.643410849035718,719824800,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.66388446406927,222217438.13105744,184437676.8838188,2.9833421243613722
171,blosc-lz4,0,1,0,2147483648,19.862527146935463,1208386327,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.575366056989878,224271702.53531644,108117342.37610996,1.7771499064636471
172,blosc-lz4,1,3,0,2147483648,10.956937575014308,712267288,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.678698029951192,221877327.02833682,195993053.1042745,3.0149968757234293
173,blosc-lz4,0,3,0,2147483648,20.256724947015755,1205572490,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.652384074986912,222482200.38870674,106013368.57843696,1.7812978197603033
174,blosc-lz4,1,5,0,2147483648,9.980162073043175,612976192,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.649291203008033,222553512.2549262,215175227.84529132,3.503372033085422
175,blosc-lz4,0,5,0,2147483648,13.487010683049448,889328435,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.79080620710738,219336753.53936535,159226065.6172661,2.4147250481201583
176,blosc-lz4,1,7,0,2147483648,10.239165368955582,604614264,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.695633267052472,221489776.77379164,209732294.6371212,3.55182432149831
177,blosc-lz4,0,7,0,2147483648,13.532960082986392,886300254,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.79701572691556,219197734.07122028,158685434.29015297,2.42297532727549
178,blosc-lz4,1,9,0,2147483648,9.868778005009517,599090983,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.482450452982448,226469271.69807327,217603805.34549567,3.5845701386562183
179,blosc-lz4,0,9,0,2147483648,13.678246087045409,885125514,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.655559420003556,222409034.48339084,156999927.79292586,2.426191104011041
180,blosc-lz4hc,1,1,0,2147483648,12.307068604044616,596284814,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.690751819056459,221601346.11816835,174491888.93724436,3.6014394423266327
181,blosc-lz4hc,0,1,0,2147483648,16.623205867013894,853671855,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.607049404992722,223532070.8233234,129185890.20553125,2.5155844548723
182,blosc-lz4hc,1,3,0,2147483648,12.53267915500328,544685106,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.637480300036259,222826255.52987337,171350724.09020257,3.9426149610927674
183,blosc-lz4hc,0,3,0,2147483648,16.573280562995933,763810885,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.546461864956655,224950738.6483181,129575049.419896,2.8115384189634844
184,blosc-lz4hc,1,5,0,2147483648,16.28616671904456,470977561,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.850730413105339,218002478.7951768,131859367.83324197,4.559630491610618
185,blosc-lz4hc,0,5,0,2147483648,21.062994619016536,633863252,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.114591335062869,212315414.12410924,101955286.36090349,3.38792892824145
186,blosc-lz4hc,1,7,0,2147483648,28.95269372803159,422847008,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.558438187930733,224668884.78826895,74172153.65770394,5.078630349443078
187,blosc-lz4hc,0,7,0,2147483648,37.4204589209985,549161901,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.75065804598853,220239868.72183314,57387955.9450015,3.910474568773845
188,blosc-lz4hc,1,9,0,2147483648,67.31967337895185,394405515,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.834663733025081,218358624.7884296,31899793.035410535,5.44486211862428
189,blosc-lz4hc,0,9,0,2147483648,97.45032485201955,494347407,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.94321824295912,215974707.13475007,22036700.76278351,4.344077904711251
190,blosc-zlib,1,1,0,2147483648,9.851494856993668,361020280,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.935814414988272,216135644.07568848,217985562.5134374,5.948374002701454
191,blosc-zlib,0,1,0,2147483648,12.151423837989569,480803307,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.792672357987612,219294955.40084693,176726915.02095586,4.466449412337341
192,blosc-zlib,1,3,0,2147483648,13.892717257025652,335942156,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.960067973006517,215609336.58485535,154576214.88078594,6.392420866644673
193,blosc-zlib,0,3,0,2147483648,16.507858211989515,414285663,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.710398595081642,221152986.35503072,130088568.75450392,5.183581861002031
194,blosc-zlib,1,5,0,2147483648,18.995193621958606,316179547,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.0581603939645,213506601.99141577,113054054.13280392,6.791975219067538
195,blosc-zlib,0,5,0,2147483648,20.329001331934705,383738366,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.686105887056328,221707637.0050539,105636455.66919862,5.596218252516351
196,blosc-zlib,1,7,0,2147483648,56.98976216500159,301869809,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.671531907049939,222041727.06441876,37681919.811885215,7.113939797802039
197,blosc-zlib,0,7,0,2147483648,57.6719565349631,352924123,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.723528146976605,220854366.39248377,37236185.08933553,6.084831010545573
198,blosc-zlib,1,9,0,2147483648,408.3635975099169,289611518,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.819693258032203,218691520.3530849,5258753.868108554,7.415049176324541
199,blosc-zlib,0,9,0,2147483648,672.3681015529437,330505892,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.638271367060952,201863965.85531807,3193910.661496339,6.49756539892487
200,blosc-zstd,1,1,0,2147483648,7.467073417967185,348966426,"(1024, 1024, 1024)","(512, 256, 256)",64.0,14.888392115011811,144238788.94449016,287593750.29482764,6.153840278032936
201,blosc-zstd,0,1,0,2147483648,9.073697095969692,457720301,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.187260218081065,210800902.5025684,236671295.64572507,4.69169412697734
202,blosc-zstd,1,3,0,2147483648,8.970860750996508,348128470,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.5840259649558,224069055.72379717,239384347.56792447,6.16865276201053
203,blosc-zstd,0,3,0,2147483648,10.690179512021132,440886903,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.722195162903517,220884647.14162943,200883778.01187992,4.870826584748879
204,blosc-zstd,1,5,0,2147483648,21.115068210987374,330727703,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.582918216008693,224094957.2555605,101703846.11320089,6.493207640365101
205,blosc-zstd,0,5,0,2147483648,25.354673646041192,403683842,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.868043000926264,217620013.18786576,84697743.61837633,5.3197166311154955
206,blosc-zstd,1,7,0,2147483648,35.67672313505318,316035887,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.737266120035201,220542770.58130118,60192850.10763921,6.7950626379339
207,blosc-zstd,0,7,0,2147483648,69.55450455995742,360038412,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.840900831972249,218220230.5121304,30874832.06998944,5.964595933169487
208,blosc-zstd,1,9,0,2147483648,112.35217775707133,295664585,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.718712758971378,220963794.4096712,19113858.67965376,7.263242731624418
209,blosc-zstd,0,9,0,2147483648,192.01262286002748,313833631,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.081982007948682,213002130.5639024,11184075.38011427,6.8427454417719815
210,blosc-blosclz,1,1,0,2147483648,16.794944653986022,1088774445,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.003571190056391,214671701.4554374,127864883.88280147,1.9723861612126652
211,blosc-blosclz,0,1,0,2147483648,31.734888353035785,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.696532831992954,221469228.7654145,67669488.04452214,0.9999995734544428
212,blosc-blosclz,1,3,0,2147483648,16.764933812082745,1088066198,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.743131041992456,220410013.85945055,128093774.30719563,1.9736700321610394
213,blosc-blosclz,0,3,0,2147483648,38.19746979197953,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.392901855055243,228628349.48543918,56220573.23940644,0.9999995734544428
214,blosc-blosclz,1,5,0,2147483648,16.727901483885944,1087405008,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.297995593980886,230961998.88395157,128377349.06967738,1.9748701102174802
215,blosc-blosclz,0,5,0,2147483648,32.46285964595154,2147151357,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.396822149050422,228532967.20285484,66152017.14885934,1.0001547590014634
216,blosc-blosclz,1,7,0,2147483648,16.472376841004007,1086793908,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.513632866088301,225726983.39608896,130368778.51497167,1.9759805720221244
217,blosc-blosclz,0,7,0,2147483648,32.23921738797799,1943267079,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.365335609996691,229301301.889037,66610911.24379456,1.1050892958599852
218,blosc-blosclz,1,9,0,2147483648,12.194117187988013,704435696,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.610753950080834,223445908.52645206,176108168.79104698,3.0485162239705694
219,blosc-blosclz,0,9,0,2147483648,16.887799041927792,1053564159,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.38422900007572,228839646.60098046,127161842.85876358,2.0383036283602354
220,blosc-lz4,1,1,0,2147483648,11.305970087996684,752181597,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.263097618008032,231832129.65662366,189942449.10305744,2.8550068980217285
221,blosc-lz4,0,1,0,2147483648,20.164730835007504,1275469690,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.290195354958996,231155919.32668012,106497015.28729585,1.6836806588481141
222,blosc-lz4,1,3,0,2147483648,11.749958489905111,742558146,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.743040538975038,220412061.24612042,182765211.45542723,2.892007393047978
223,blosc-lz4,0,3,0,2147483648,19.91746813606005,1271783392,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.171947005088441,234136072.3964729,107819107.9975691,1.688560852035407
224,blosc-lz4,1,5,0,2147483648,10.773377689998597,644163219,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.286647025030106,231244241.56662056,199332438.70152292,3.333757011668187
225,blosc-lz4,0,5,0,2147483648,14.45969706599135,929155206,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.419650532887317,227979120.93472877,148515120.21305057,2.311221671183318
226,blosc-lz4,1,7,0,2147483648,10.052405544905923,634105880,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.36519949499052,229304634.58345944,213628831.26897338,3.3866326046369415
227,blosc-lz4,0,7,0,2147483648,14.017250953940675,924839051,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.197076603071764,233496331.5715729,153202910.83154768,2.3220079706603998
228,blosc-lz4,1,9,0,2147483648,9.966845202026889,626299001,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.375276340986602,229058170.64950758,215462727.11883608,3.428847315054236
229,blosc-lz4,0,9,0,2147483648,13.5154280239949,922940965,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.300632206955925,230896524.0442366,158891279.22455874,2.326783325735249
230,blosc-lz4hc,1,1,0,2147483648,11.675389350974001,629881496,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.33752334001474,229984287.0322196,183932508.23972303,3.409345506476031
231,blosc-lz4hc,0,1,0,2147483648,16.327453745994717,905858898,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.21674283395987,232998108.62546957,131525936.70809196,2.370660212910996
232,blosc-lz4hc,1,3,0,2147483648,11.737140898010693,576636110,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.299110154970549,230934316.5326555,182964800.9392111,3.724157420526439
233,blosc-lz4hc,0,3,0,2147483648,16.323574866983108,813088597,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.728533336077817,220740740.02873138,131557190.47447196,2.641143481686289
234,blosc-lz4hc,1,5,0,2147483648,14.882238616934046,502608401,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.557377210003324,224693825.59812695,144298428.7025504,4.272677583039445
235,blosc-lz4hc,0,5,0,2147483648,19.392781316069886,675616075,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.56574371107854,224497301.29324892,110736238.0361852,3.1785561763017554
236,blosc-lz4hc,1,7,0,2147483648,25.63782091299072,454897496,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.53387676901184,225247682.5565872,83762331.25615864,4.720807801500846
237,blosc-lz4hc,0,7,0,2147483648,34.73348218796309,584280154,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.397703281021677,228511539.8713179,61827479.213823594,3.6754348633926046
238,blosc-lz4hc,1,9,0,2147483648,55.37287953600753,427232607,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.206712972023524,233251938.50677946,38782228.159248024,5.026497539781649
239,blosc-lz4hc,0,9,0,2147483648,82.04914069199003,529632491,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.387934274040163,228749327.09513053,26173140.021802153,4.0546674996190895
240,blosc-zlib,1,1,0,2147483648,9.619101342977956,388214250,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.536287318915129,225190745.22225103,223252003.6362529,5.5316971182794035
241,blosc-zlib,0,1,0,2147483648,11.98951522493735,516218384,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.616850510938093,223304255.9575484,179113467.70162857,4.160029387872401
242,blosc-zlib,1,3,0,2147483648,13.061985822976567,363851757,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.17048624297604,234173367.81294715,164407133.57860857,5.902084040231802
243,blosc-zlib,0,3,0,2147483648,16.13350960193202,445437022,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.363977662986144,229334554.7468098,133107036.28569661,4.821071311849781
244,blosc-zlib,1,5,0,2147483648,18.439522475004196,346609379,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.506185595993884,225903820.86638376,116460914.37080511,6.195688224582059
245,blosc-zlib,0,5,0,2147483648,19.226428902009502,420158022,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.425882513052784,227828391.13750944,111694358.78836292,5.111133277374387
246,blosc-zlib,1,7,0,2147483648,53.55853181891143,331384019,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.205640765023418,233279106.01935562,40096014.11892562,6.480347647663722
247,blosc-zlib,0,7,0,2147483648,52.81172368105035,387591874,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.590295405942015,223922575.59339085,40663009.996974394,5.540579645898355
248,blosc-zlib,1,9,0,2147483648,344.5899072380271,320378711,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.559431510046124,224645539.40714812,6231998.102360601,6.702953642884218
249,blosc-zlib,0,9,0,2147483648,642.2614562310046,365797051,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.315726266009733,208175710.8150444,3343628.4042360573,5.870696994766095
250,blosc-zstd,1,1,0,2147483648,8.015137930051424,370589903,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.423534351051785,206022599.98148406,267928470.6939812,5.794771068007215
251,blosc-zstd,0,1,0,2147483648,9.985480961971916,479336567,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.89033845695667,217129439.74020445,215060612.12057215,4.48011646897784
252,blosc-zstd,1,3,0,2147483648,9.422967465012334,368244796,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.218675913056359,232949250.87436157,227898871.13307452,5.831674123644642
253,blosc-zstd,0,3,0,2147483648,11.078374883974902,464546666,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.094133475911804,236139446.78601578,193844645.12988988,4.622751179103285
254,blosc-zstd,1,5,0,2147483648,18.772848260006867,350684966,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.220666070934385,232898971.88331676,114393064.82729831,6.123683237678344
255,blosc-zstd,0,5,0,2147483648,23.79888039501384,427593380,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.11313855391927,235646987.6205751,90234650.21698771,5.022256537273799
256,blosc-zstd,1,7,0,2147483648,29.839180939947255,335776190,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.238031042041257,232461185.53044903,71968585.6097026,6.395580484727044
257,blosc-zstd,0,7,0,2147483648,66.22622324991971,381010255,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.05271212104708,237219920.3161684,32426485.199012212,5.636288314601926
258,blosc-zstd,1,9,0,2147483648,113.64561832300387,315777224,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.429117609048262,227750224.04421556,18896317.162852827,6.800628686253826
259,blosc-zstd,0,9,0,2147483648,152.67083330906462,335763365,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.664788309019059,222196656.4954139,14066102.879340844,6.395824773795676
260,blosc-blosclz,1,1,0,2147483648,16.73998989199754,1095537588,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.947916663018987,215872701.8676374,128284644.24740142,1.9602099202460226
261,blosc-blosclz,0,1,0,2147483648,31.131912871962413,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.558636612957343,224664220.95060593,68980138.06064698,0.9999995734544428
262,blosc-blosclz,1,3,0,2147483648,15.627443942939863,1094790127,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.385886071017012,228799245.13800415,137417459.6844538,1.9615482411086815
263,blosc-blosclz,0,3,0,2147483648,31.087580780964345,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.230931133963168,232639981.47476253,69078506.40198271,0.9999995734544428
264,blosc-blosclz,1,5,0,2147483648,16.467895590001717,1094113548,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.195413470035419,233538563.00185797,130404254.52441043,1.962761225217915
265,blosc-blosclz,0,5,0,2147483648,30.790688871988095,2147484564,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.680709189036861,221831232.2026951,69744579.50350304,0.9999995734544428
266,blosc-blosclz,1,7,0,2147483648,16.050141377956606,1093361796,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.070391506073065,236757547.51734322,133798425.66055968,1.9641107416195105
267,blosc-blosclz,0,7,0,2147483648,32.368331829085946,1969662932,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.096440786961466,236079550.04534644,66345206.15209113,1.0902797697570723
268,blosc-blosclz,1,9,0,2147483648,11.774727741954848,727246762,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.334110826952383,230068368.3548206,182380747.5690706,2.952895441011259
269,blosc-blosclz,0,9,0,2147483648,17.746581127983518,1078333149,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.219036465045065,232940140.34356058,121008301.96604809,1.9914844034902242
270,blosc-lz4,1,1,0,2147483648,11.94895287801046,771773143,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.29458793392405,231046676.11588904,179721492.74703336,2.7825322343459677
271,blosc-lz4,0,1,0,2147483648,20.46834069408942,1299985083,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.078976503922604,236533671.7274433,104917329.65047441,1.6519294537166624
272,blosc-lz4,1,3,0,2147483648,11.425672226003371,760324064,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.171197740943171,234155200.73380858,187952499.03218836,2.8244320411250325
273,blosc-lz4,0,3,0,2147483648,20.78075241111219,1294832009,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.435981480986811,227584555.17606813,103340033.3883804,1.6585036769816215
274,blosc-lz4,1,5,0,2147483648,10.73744161205832,670663580,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.420029547996819,227969948.1894582,199999564.66243705,3.202028128618524
275,blosc-lz4,0,5,0,2147483648,14.283784102997743,948963729,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.4042211699998,228353162.81699547,150344168.78012788,2.2629775853108502
276,blosc-lz4,1,7,0,2147483648,10.734727133996785,657147504,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.377427470055409,229005625.99470696,200050138.32153577,3.267886790908362
277,blosc-lz4,0,7,0,2147483648,13.911113286041655,942713565,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.14972841902636,234704632.71176717,154371803.59639332,2.277981062041894
278,blosc-lz4,1,9,0,2147483648,10.668201433960348,647432243,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.249779119971208,232165938.25071624,201297628.4047152,3.316924158811164
279,blosc-lz4,0,9,0,2147483648,14.329574652016163,939166628,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.355452345102094,229543539.82940042,149863739.86319616,2.286584280122015
280,blosc-lz4hc,1,1,0,2147483648,12.327192513970658,648369693,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.15424054604955,234588946.7506654,174207034.21044272,3.312128360077435
281,blosc-lz4hc,0,1,0,2147483648,17.011793343001045,932113830,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.327239817939699,230237850.6307517,126234995.02382052,2.3038856187768397
282,blosc-lz4hc,1,3,0,2147483648,12.772380394977517,594332748,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.244702990050428,232293417.13965502,168134958.52695203,3.6132682495227404
283,blosc-lz4hc,0,3,0,2147483648,16.85642873100005,838870686,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.160294500063173,234433909.08285645,127398494.79804938,2.559969830677812
284,blosc-lz4hc,1,5,0,2147483648,15.438162077916786,521244336,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.213855459005572,233071123.97786328,139102286.73345938,4.119917473789106
285,blosc-lz4hc,0,5,0,2147483648,24.825398974935524,700569077,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.5074238559464,225874398.8422122,86503489.8399081,3.0653417607240465
286,blosc-lz4hc,1,7,0,2147483648,26.18990023608785,475074514,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.348490848904476,229714472.92497033,81996633.38315882,4.520309098290211
287,blosc-lz4hc,0,7,0,2147483648,34.66007666196674,607398084,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.658075102954172,222351102.58597353,61958421.758382335,3.535545640608244
288,blosc-lz4hc,1,9,0,2147483648,52.68884800490923,449642758,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.1505162169924,234684426.21981788,40757840.21316826,4.7759773949255955
289,blosc-lz4hc,0,9,0,2147483648,83.15945925796404,551251094,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.532353020040318,225283688.45396757,25823684.607404888,3.895654215245875
290,blosc-zlib,1,1,0,2147483648,10.041014190996066,412352027,"(1024, 1024, 1024)","(512, 256, 256)",64.0,10.132396957022138,211942313.06854907,213871189.4188619,5.207889151470086
291,blosc-zlib,0,1,0,2147483648,11.500692249042913,546314628,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.245997720980085,232260888.74401805,186726468.415735,3.930855111571349
292,blosc-zlib,1,3,0,2147483648,13.5931196390884,386029472,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.209216102026403,233188538.98188642,157983134.48405856,5.5630043915403435
293,blosc-zlib,0,3,0,2147483648,16.16154699109029,471189357,"(1024, 1024, 1024)","(512, 256, 256)",64.0,9.215443524066359,233030959.6485284,132876119.41999659,4.557580972695867
